<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MM;D;20240111;000000;162.22054794520642;1
MM;D;20240112;000000;162.26438356164476;1
MM;D;20240115;000000;162.39589041095982;1
MM;D;20240116;000000;162.43972602739817;1
MM;D;20240117;000000;162.4835616438365;1
MM;D;20240118;000000;162.52739726027485;1
MM;D;20240119;000000;162.5712328767132;1
MM;D;20240122;000000;162.70273972602826;1
MM;D;20240123;000000;162.7465753424666;1
MM;D;20240124;000000;162.79041095890494;1
MM;D;20240125;000000;162.8342465753433;1
MM;D;20240126;000000;162.87808219178163;1
MM;D;20240129;000000;163.0095890410967;1
MM;D;20240130;000000;163.05342465753503;1
MM;D;20240131;000000;163.09726027397338;1
MM;D;20240201;000000;163.14109589041172;1
MM;D;20240202;000000;163.18493150685006;1
MM;D;20240205;000000;163.31643835616512;1
MM;D;20240206;000000;163.36027397260347;1
MM;D;20240207;000000;163.4041095890418;1
MM;D;20240208;000000;163.44794520548015;1
MM;D;20240209;000000;163.4917808219185;1
MM;D;20240212;000000;163.62328767123356;1
MM;D;20240213;000000;163.6671232876719;1
MM;D;20240214;000000;163.71095890411024;1
MM;D;20240215;000000;163.7547945205486;1
MM;D;20240216;000000;163.79863013698693;1
MM;D;20240219;000000;163.930136986302;1
MM;D;20240220;000000;163.97397260274033;1
MM;D;20240221;000000;164.01780821917868;1
MM;D;20240222;000000;164.06164383561702;1
MM;D;20240226;000000;164.23698630137045;1
MM;D;20240227;000000;164.2808219178088;1
MM;D;20240228;000000;164.32465753424714;1
MM;D;20240229;000000;164.36849315068548;1
MM;D;20240301;000000;164.41232876712382;1
MM;D;20240304;000000;164.54383561643888;1
MM;D;20240305;000000;164.58767123287723;1
MM;D;20240306;000000;164.63150684931557;1
MM;D;20240307;000000;164.67534246575391;1
MM;D;20240312;000000;164.8945205479457;1
MM;D;20240313;000000;164.93835616438403;1
MM;D;20240314;000000;164.98219178082238;1
MM;D;20240315;000000;165.02602739726072;1
MM;D;20240318;000000;165.15753424657578;1
MM;D;20240319;000000;165.20136986301412;1
MM;D;20240320;000000;165.24520547945247;1
MM;D;20240321;000000;165.2890410958908;1
MM;D;20240322;000000;165.33287671232915;1
MM;D;20240325;000000;165.4643835616442;1
MM;D;20240326;000000;165.50821917808256;1
MM;D;20240327;000000;165.5520547945209;1
MM;D;20240328;000000;165.59589041095924;1
MM;D;20240329;000000;165.6397260273976;1
MM;D;20240401;000000;165.77123287671265;1
MM;D;20240402;000000;165.815068493151;1
MM;D;20240403;000000;165.85890410958933;1
MM;D;20240404;000000;165.90273972602768;1
MM;D;20240405;000000;165.94657534246602;1
MM;D;20240408;000000;166.07808219178108;1
MM;D;20240409;000000;166.12191780821942;1
MM;D;20240410;000000;166.16575342465777;1
MM;D;20240411;000000;166.2095890410961;1
MM;D;20240412;000000;166.25342465753445;1
MM;D;20240415;000000;166.3849315068495;1
MM;D;20240416;000000;166.42876712328786;1
MM;D;20240417;000000;166.4726027397262;1
MM;D;20240418;000000;166.51643835616454;1
MM;D;20240419;000000;166.5602739726029;1
MM;D;20240422;000000;166.69178082191794;1
MM;D;20240423;000000;166.7356164383563;1
MM;D;20240424;000000;166.77945205479463;1
MM;D;20240425;000000;166.82328767123298;1
MM;D;20240426;000000;166.86712328767132;1
MM;D;20240429;000000;166.99863013698638;1
MM;D;20240430;000000;167.04246575342472;1
MM;D;20240502;000000;167.13013698630144;1
MM;D;20240503;000000;167.17397260273978;1
MM;D;20240506;000000;167.30547945205484;1
MM;D;20240507;000000;167.34931506849318;1
MM;D;20240508;000000;167.39315068493153;1
MM;D;20240510;000000;167.48082191780824;1
MM;D;20240513;000000;167.6123287671233;1
MM;D;20240514;000000;167.65616438356165;1
MM;D;20240515;000000;167.7;1
MM;D;20240516;000000;167.74383561643833;1
MM;D;20240517;000000;167.78767123287668;1
MM;D;20240520;000000;167.91917808219173;1
MM;D;20240521;000000;167.96301369863008;1
MM;D;20240522;000000;168.00684931506842;1
MM;D;20240523;000000;168.05068493150677;1
MM;D;20240524;000000;168.0945205479451;1
MM;D;20240527;000000;168.22602739726017;1
MM;D;20240528;000000;168.2698630136985;1
MM;D;20240529;000000;168.31369863013686;1
MM;D;20240530;000000;168.3575342465752;1
MM;D;20240531;000000;168.40136986301354;1
MM;D;20240603;000000;168.5328767123286;1
